type_id:ID,:LABEL,label,category,unit,variable_name,source_tables,year_count,comparable_across_years,presence_count,quality
VAR_CFM_XR_N,E55_Type,Number of carding and fulling mills reporting,MFG,establishments,CFM_XR_N,1851:V2T7,1,false,545,signal
VAR_CFM_XX_N,E55_Type,Number of carding and fulling mills,MFG,establishments,CFM_XX_N,"1851:V2T7,1871:V1T1",2,true,592,signal
VAR_CFM_XY_N,E55_Type,Number of fulling and dressing mills,MFG,establishments,CFM_XY_N,1871:V1T1,1,false,17,sparse
VAR_CLOTH_PC_YD,E55_Type,Yards of cloth produced in the past year,MFG,yards,CLOTH_PC_YD,1871:V1T1,1,false,44,sparse
VAR_CLOTH_PF_YD,E55_Type,Yards of flannel produced in the past year,MFG,yards,CLOTH_PF_YD,"1851:V2T6,1861:V2T11",2,true,1690,signal
VAR_CLOTH_PL_YD,E55_Type,Yards of linen produced in the past year,MFG,yards,CLOTH_PL_YD,"1851:V2T6,1861:V2T11",2,true,1061,signal
VAR_CLOTH_XX_N,E55_Type,Number of cloth factories,MFG,establishments,CLOTH_XX_N,1871:V1T1,1,false,6,sparse
VAR_DIST_EX_N,E55_Type,Number of employees in distilleries,MFG,persons,DIST_EX_N,1851:V2T7,1,false,104,signal
VAR_DIST_NR_N,E55_Type,Number of distilleries not reporting,MFG,establishments,DIST_NR_N,1851:V2T7,1,false,58,sparse
VAR_DIST_PX_G,E55_Type,Gallons of liquor produced in distilleries in the past year,MFG,gallons,DIST_PX_G,1851:V2T7,1,false,75,sparse
VAR_DIST_XC_N,E55_Type,Number of distilleries returning capital,MFG,establishments,DIST_XC_N,1851:V2T7,1,false,101,signal
VAR_DIST_XR_N,E55_Type,Number of distilleries reporting,MFG,establishments,DIST_XR_N,1851:V2T7,1,false,144,signal
VAR_DIST_XX_N,E55_Type,Number of distilleries,MFG,establishments,DIST_XX_N,1851:V2T7,1,false,165,signal
VAR_FLX_MX_N,E55_Type,Number of flax manufactories,MFG,establishments,FLX_MX_N,1871:V1T1,1,false,6,sparse
VAR_FRT_LK_N,E55_Type,Number of lime kilns,MFG,establishments,FRT_LK_N,1871:V1T1,1,false,38,sparse
VAR_FRT_LP_BL,E55_Type,Barrels of lime produced in the past year,MFG,barrels,FRT_LP_BL,1871:V1T1,1,false,28,sparse
VAR_GRIST_EX_N,E55_Type,Number of employees in grist mills,MFG,persons,GRIST_EX_N,1851:V2T7,1,false,658,signal
VAR_GRIST_NR_N,E55_Type,Number of grist mills not reporting,MFG,establishments,GRIST_NR_N,1851:V2T7,1,false,595,signal
VAR_GRIST_PD_BL,E55_Type,Barrels of flour produced per day by grist mills reporting daily production,MFG,barrels,GRIST_PD_BL,1851:V2T7,1,false,305,signal
VAR_GRIST_PD_N,E55_Type,Number of grist mills reporting daily production,MFG,establishments,GRIST_PD_N,1851:V2T7,1,false,292,signal
VAR_GRIST_PL_N,E55_Type,Number of grist mills reporting value of annual production or rent,MFG,establishments,GRIST_PL_N,1851:V2T7,1,false,495,signal
VAR_GRIST_PL_V,E55_Type,Value of annual production or rent from grist mills (pounds sterling),MFG,dollars,GRIST_PL_V,1851:V2T7,1,false,509,signal
VAR_GRIST_PW_BL,E55_Type,Barrels of flour produced per week by grist mills reporting weekly production,MFG,barrels,GRIST_PW_BL,1851:V2T7,1,false,296,signal
VAR_GRIST_PW_N,E55_Type,Number of grist mills reporting weekly production ,MFG,establishments,GRIST_PW_N,1851:V2T7,1,false,296,signal
VAR_GRIST_PY_BL,E55_Type,Barrels of flour produced per year by grist mills reporting annual production,MFG,barrels,GRIST_PY_BL,1851:V2T7,1,false,587,signal
VAR_GRIST_PY_N,E55_Type,Number of grist mills reporting annual production,MFG,establishments,GRIST_PY_N,1851:V2T7,1,false,588,signal
VAR_GRIST_SX_N,E55_Type,Number of grist mills powered by steam,MFG,establishments,GRIST_SX_N,1851:V2T7,1,false,502,signal
VAR_GRIST_WX_N,E55_Type,Number of grist mills powered by water,MFG,establishments,GRIST_WX_N,1851:V2T7,1,false,732,signal
VAR_GRIST_XC_N,E55_Type,Number of grist mills returning capital,MFG,establishments,GRIST_XC_N,1851:V2T7,1,false,661,signal
VAR_GRIST_XC_V,E55_Type,Value of capital returned by grist mills (pounds sterling),MFG,dollars,GRIST_XC_V,1851:V2T7,1,false,667,signal
VAR_GRIST_XX_N,E55_Type,Number of grist mills,MFG,establishments,GRIST_XX_N,"1851:V2T7,1871:V1T1",2,true,801,signal
VAR_IRON_EX_N,E55_Type,Number of employees in foundries,MFG,persons,IRON_EX_N,1851:V2T7,1,false,243,signal
VAR_IRON_NR_N,E55_Type,Number of foundries not reporting,MFG,establishments,IRON_NR_N,1851:V2T7,1,false,164,signal
VAR_IRON_PX_V,E55_Type,Value of iron produced in foundries in the past year (pounds sterling),MFG,dollars,IRON_PX_V,1851:V2T7,1,false,279,signal
VAR_IRON_XC_N,E55_Type,Number of foundries returning capital,MFG,establishments,IRON_XC_N,1851:V2T7,1,false,326,signal
VAR_IRON_XR_N,E55_Type,Number of foundries reporting,MFG,establishments,IRON_XR_N,1851:V2T7,1,false,310,signal
VAR_IRON_XX_N,E55_Type,Number of foundries,MFG,establishments,IRON_XX_N,1851:V2T7,1,false,353,signal
VAR_MACH_PX_N,E55_Type,"Number of pianos, melodeons, and organs",MFG,establishments,MACH_PX_N,1871:V1T1,1,false,35,sparse
VAR_MACH_SM_N,E55_Type,Number of stamping machines,MFG,establishments,MACH_SM_N,1871:V1T1,1,false,46,sparse
VAR_MACH_ST_N,E55_Type,Number of steam engines,MFG,establishments,MACH_ST_N,1871:V1T1,1,false,13,sparse
VAR_MACH_SX_N,E55_Type,Number of sewing machines,MFG,establishments,MACH_SX_N,1871:V1T1,1,false,51,sparse
VAR_MINE_CU_T,E55_Type,Tons of copper produced by mines in the past year,MFG,tons,MINE_CU_T,1861:V2T11,1,false,3,sparse
VAR_MINE_CU_V,E55_Type,Value of copper produced by mines in the past year,MFG,dollars,MINE_CU_V,1861:V2T11,1,false,4,sparse
VAR_MINE_FE_T,E55_Type,Tons of iron produced by mines in the past year,MFG,tons,MINE_FE_T,,0,false,0,undocumented
VAR_MINE_FE_V,E55_Type,Value of iron produced by mines in the past year,MFG,dollars,MINE_FE_V,,0,false,0,undocumented
VAR_TAN_EX_N,E55_Type,Number of employees in tanneries,MFG,persons,TAN_EX_N,1851:V2T7,1,false,422,signal
VAR_TAN_NR_N,E55_Type,Number of tanneries not reporting,MFG,establishments,TAN_NR_N,1851:V2T7,1,false,434,signal
VAR_TAN_PX_LB,E55_Type,Pounds of leather produced in tanneries in the past year,MFG,pounds,TAN_PX_LB,1871:V1T1,1,false,33,sparse
VAR_TAN_PX_V,E55_Type,Value of leather produced in tanneries in the past year (pounds sterling),MFG,dollars,TAN_PX_V,1851:V2T7,1,false,417,signal
VAR_TAN_XC_N,E55_Type,Number of tanneries returning capital,MFG,establishments,TAN_XC_N,1851:V2T7,1,false,440,signal
VAR_TAN_XR_N,E55_Type,Number of tanneries reporting,MFG,establishments,TAN_XR_N,1851:V2T7,1,false,462,signal
VAR_TAN_XX_N,E55_Type,Number of tanneries,MFG,establishments,TAN_XX_N,"1851:V2T7,1871:V1T1",2,true,596,signal
VAR_WAG_CT_N,E55_Type,"Number of carts, trucks, and truck-wagons",MFG,establishments,WAG_CT_N,1871:V1T1,1,false,71,sparse
VAR_WOOD_EX_N,E55_Type,Number of employees in saw mills,MFG,persons,WOOD_EX_N,1851:V2T7,1,false,715,signal
VAR_WOOD_NR_N,E55_Type,Number of saw mills not reporting,MFG,establishments,WOOD_NR_N,1851:V2T7,1,false,635,signal
VAR_WOOD_PD_LF,E55_Type,Feet of lumber produced daily by saw mills reporting daily production,MFG,feet,WOOD_PD_LF,1851:V2T7,1,false,310,signal
VAR_WOOD_PD_N,E55_Type,Number of saw mills reporting daily production,MFG,establishments,WOOD_PD_N,1851:V2T7,1,false,318,signal
VAR_WOOD_PL_LG,E55_Type,Logs produced by saw mills reporting production by number of logs,MFG,establishments,WOOD_PL_LG,1851:V2T7,1,false,202,signal
VAR_WOOD_PL_N,E55_Type,Number of saw mills reporting production by number of logs,MFG,establishments,WOOD_PL_N,1851:V2T7,1,false,219,signal
VAR_WOOD_PX_N,E55_Type,Number of saw mills reporting value of annual production or rent,MFG,establishments,WOOD_PX_N,1851:V2T7,1,false,512,signal
VAR_WOOD_PX_V,E55_Type,Value of annual production or rent from saw mills (pounds sterling),MFG,dollars,WOOD_PX_V,1851:V2T7,1,false,513,signal
VAR_WOOD_PY_LF,E55_Type,Feet of lumber produced per year by saw mills reporting annual production,MFG,feet,WOOD_PY_LF,1851:V2T7,1,false,579,signal
VAR_WOOD_PY_N,E55_Type,Number of saw mills reporting annual production,MFG,establishments,WOOD_PY_N,1851:V2T7,1,false,585,signal
VAR_WOOD_SL_N,E55_Type,Number of shingle and lath mills,MFG,establishments,WOOD_SL_N,1871:V1T1,1,false,48,sparse
VAR_WOOD_SX_N,E55_Type,Number of saw mills powered by steam,MFG,establishments,WOOD_SX_N,1851:V2T7,1,false,541,signal
VAR_WOOD_WX_N,E55_Type,Number of saw mills powered by water,MFG,establishments,WOOD_WX_N,1851:V2T7,1,false,752,signal
VAR_WOOD_XC_N,E55_Type,Number of saw mills returning capital,MFG,establishments,WOOD_XC_N,1851:V2T7,1,false,705,signal
VAR_WOOD_XC_V,E55_Type,Value of capital returned by saw mills (pounds sterling),MFG,dollars,WOOD_XC_V,1851:V2T7,1,false,706,signal
VAR_WOOD_XP_N,E55_Type,Number of saw mill plants,MFG,establishments,WOOD_XP_N,1851:V2T7,1,false,422,signal
VAR_WOOD_XX_N,E55_Type,Number of saw mills,MFG,establishments,WOOD_XX_N,"1851:V2T7,1871:V1T1",2,true,816,signal
VAR_WOOL_EX_N,E55_Type,Number of employees in woollen factories,MFG,persons,WOOL_EX_N,1851:V2T7,1,false,207,signal
VAR_WOOL_NR_N,E55_Type,Number of woollen factories not reporting,MFG,establishments,WOOL_NR_N,1851:V2T7,1,false,106,signal
VAR_WOOL_PC_YD,E55_Type,Yards of cloth produced in woollen factories in the past year,MFG,yards,WOOL_PC_YD,1851:V2T7,1,false,198,signal
VAR_WOOL_PX_V,E55_Type,Value of cloth produced in woollen factories in the past year (pounds sterling),MFG,dollars,WOOL_PX_V,1851:V2T7,1,false,198,signal
VAR_WOOL_XC_N,E55_Type,Number of woollen factories returning capital,MFG,establishments,WOOL_XC_N,1851:V2T7,1,false,254,signal
VAR_WOOL_XR_N,E55_Type,Number of woollen factories reporting,MFG,establishments,WOOL_XR_N,1851:V2T7,1,false,279,signal
VAR_WOOL_XX_N,E55_Type,Number of woollen factories,MFG,establishments,WOOL_XX_N,1851:V2T7,1,false,293,signal
VAR_BIRTH_FX_N,E55_Type,Number of female births in the past year,POP,persons,BIRTH_FX_N,"1851:V1T3,1861:V1T5",2,true,1877,signal
VAR_BIRTH_LY_N,E55_Type,Number of births in the past year,POP,persons,BIRTH_LY_N,1871:V1T1,1,false,71,sparse
VAR_BIRTH_MX_N,E55_Type,Number of male births in the past year,POP,persons,BIRTH_MX_N,"1851:V1T3,1861:V1T5",2,true,1879,signal
VAR_EDU_LF_N,E55_Type,Number of adult females unable to read or write,POP,persons,EDU_LF_N,1861:V1T5,1,false,1007,signal
VAR_EDU_LM_N,E55_Type,Number of adult males unable to read or write,POP,persons,EDU_LM_N,1861:V1T5,1,false,1013,signal
VAR_EDU_SF_N,E55_Type,Number of females attending school,POP,persons,EDU_SF_N,"1851:V1T3,1861:V1T5",2,true,1803,signal
VAR_EDU_SM_N,E55_Type,Number of males attending school,POP,persons,EDU_SM_N,"1851:V1T3,1861:V1T5",2,true,1806,signal
VAR_POP_AVF_PR,E55_Type,Average size of families,POP,persons,POP_AVF_PR,1891:V1T3,1,false,2474,signal
VAR_POP_BF_N,E55_Type,Number of blind females,POP,persons,POP_BF_N,"1851:V1T3,1861:V1T5",2,true,539,signal
VAR_POP_BM_N,E55_Type,Number of blind males,POP,persons,POP_BM_N,"1851:V1T3,1861:V1T5",2,true,704,signal
VAR_POP_BX_N,E55_Type,Number of blind persons,POP,persons,POP_BX_N,1871:V1T1,1,false,34,sparse
VAR_POP_FD_N,E55_Type,Number of divorced females,POP,persons,POP_FD_N,1901:V1T7,1,false,213,signal
VAR_POP_FDD_N,E55_Type,Number of deaf and dumb females,POP,persons,POP_FDD_N,"1851:V1T3,1861:V1T5",2,true,659,signal
VAR_POP_FL_N,E55_Type,Number of lunatic females,POP,persons,POP_FL_N,"1851:V1T3,1861:V1T5",2,true,993,signal
VAR_POP_FM_N,E55_Type,Number of married females,POP,persons,POP_FM_N,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11423,signal
VAR_POP_FMAF_N,E55_Type,Female members of the family who are absent,POP,persons,POP_FMAF_N,1851:V1T3,1,false,715,signal
VAR_POP_FMAM_N,E55_Type,Male members of the family who are present,POP,persons,POP_FMAM_N,1851:V1T3,1,false,762,signal
VAR_POP_FMF_N,E55_Type,Female members of the family who are present,POP,persons,POP_FMF_N,"1851:V1T3,1861:V1T5",2,true,1925,signal
VAR_POP_FMM_N,E55_Type,Male members of the family who are present,POP,persons,POP_FMM_N,"1851:V1T3,1861:V1T5",2,true,1925,signal
VAR_POP_FNMF_N,E55_Type,Females present who are not members of the family,POP,persons,POP_FNMF_N,"1851:V1T3,1861:V1T5",2,true,1863,signal
VAR_POP_FNMM_N,E55_Type,Males present who are not members of the family,POP,persons,POP_FNMM_N,"1851:V1T3,1861:V1T5",2,true,1878,signal
VAR_POP_FS_N,E55_Type,Number of single females,POP,persons,POP_FS_N,"1851:V1T3,1861:V1T5,1901:V1T7",3,true,5124,signal
VAR_POP_FW_N,E55_Type,Number of widowed females,POP,persons,POP_FW_N,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11120,signal
VAR_POP_FX_N,E55_Type,Number of females,POP,persons,POP_FX_N,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11436,signal
VAR_POP_MD_N,E55_Type,Number of divorced males,POP,persons,POP_MD_N,1901:V1T7,1,false,224,signal
VAR_POP_MDD_N,E55_Type,Number of deaf and dumb males,POP,persons,POP_MDD_N,"1851:V1T3,1861:V1T5",2,true,826,signal
VAR_POP_ML_N,E55_Type,Number of lunatic males,POP,persons,POP_ML_N,"1851:V1T3,1861:V1T5",2,true,1040,signal
VAR_POP_MM_N,E55_Type,Number of married males,POP,persons,POP_MM_N,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11416,signal
VAR_POP_MS_N,E55_Type,Number of single males,POP,persons,POP_MS_N,"1851:V1T3,1861:V1T5,1901:V1T7",3,true,5116,signal
VAR_POP_MW_N,E55_Type,Number of widowed males,POP,persons,POP_MW_N,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11179,signal
VAR_POP_MX_N,E55_Type,Number of males,POP,persons,POP_MX_N,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11442,signal
VAR_POP_RM_N,E55_Type,Number of persons married in the past year,POP,persons,POP_RM_N,1871:V1T1,1,false,67,sparse
VAR_POP_SX_N,E55_Type,Number of persons at sea,POP,persons,POP_SX_N,"1851:V1T1,1861:V1T1",2,true,326,signal
VAR_POP_XDD_N,E55_Type,Number of deaf and dumb persons,POP,persons,POP_XDD_N,1871:V1T1,1,false,33,sparse
VAR_POP_XF_N,E55_Type,Number of families,POP,persons,POP_XF_N,"1851:V1T3,1871:V1T1,1881:V1T1,1891:V1T2,1901:V1T7",5,true,10436,signal
VAR_POP_XI_N,E55_Type,Number of insane persons,POP,persons,POP_XI_N,1871:V1T1,1,false,51,sparse
VAR_POP_XM_N,E55_Type,Number of married persons,POP,persons,POP_XM_N,"1871:V1T1,1881:V1T1,1891:V1T3",3,true,6380,signal
VAR_POP_XS_N,E55_Type,Number of single persons,POP,persons,POP_XS_N,1871:V1T1,1,false,71,sparse
VAR_POP_XW_N,E55_Type,Number of widowed persons,POP,persons,POP_XW_N,"1871:V1T1,1881:V1T1,1891:V1T3",3,true,6280,signal
VAR_POP_XX_N,E55_Type,Total population,POP,persons,POP_XX_N,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11623,signal
VAR_VAX_SN_N,E55_Type,Number of persons neither infected with smallpox nor vaccinated,POP,persons,VAX_SN_N,1871:V1T1,1,false,70,sparse
VAR_REL_BC_N,E55_Type,Number of Bible Christians,REL,persons,REL_BC_N,1871:V1T1,1,false,44,sparse
VAR_REL_BX_N,E55_Type,Number of Baptists,REL,persons,REL_BX_N,1871:V1T1,1,false,62,sparse
VAR_REL_CE_N,E55_Type,Number of members of the Church of England,REL,persons,REL_CE_N,1871:V1T1,1,false,66,sparse
VAR_REL_KS_N,E55_Type,Number of members of the Kirk of Scotland,REL,persons,REL_KS_N,1871:V1T1,1,false,60,sparse
VAR_REL_ME_N,E55_Type,Number of Methodists,REL,persons,REL_ME_N,1871:V1T1,1,false,64,sparse
VAR_REL_OTH_N,E55_Type,Number of members of other denominations,REL,persons,REL_OTH_N,1871:V1T1,1,false,45,sparse
VAR_REL_PP_N,E55_Type,Number of members of the Presbyterian Church of the Lower Provinces,REL,persons,REL_PP_N,1871:V1T1,1,false,70,sparse
VAR_REL_QU_N,E55_Type,Number of Quakers,REL,persons,REL_QU_N,1871:V1T1,1,false,6,sparse
VAR_REL_RC_N,E55_Type,Number of Roman Catholics,REL,persons,REL_RC_N,1871:V1T1,1,false,71,sparse
VAR_REL_UN_N,E55_Type,Number of Universalists,REL,persons,REL_UN_N,1871:V1T1,1,false,13,sparse
VAR_AREA_ACRES,E55_Type,Area in acres,POP,acres,AREA_ACRES,1911:V1T1,1,false,2425,signal
VAR_AREA_SQ_MI,E55_Type,Area in square miles,POP,square_miles,AREA_SQ_MI,1911:V1T1,1,false,2424,signal
VAR_POP_M,E55_Type,Number of males in the population,POP,persons,POP_M,"1911:V1T1,1921:V1T16",2,true,8769,signal
VAR_POP_F,E55_Type,Number of females in the population,POP,persons,POP_F,"1911:V1T1,1921:V1T16",2,true,8585,signal
VAR_POP_TOT,E55_Type,Total population,POP,persons,POP_TOT,"1911:V1T1,1921:V1T16",2,true,8771,signal
VAR_POP_PER_SQ_MI,E55_Type,Population per square mile,POP,persons_per_sq_mi,POP_PER_SQ_MI,1911:V1T1,1,false,2376,signal
VAR_POP,E55_Type,Population in the previous census (1901 reference column included in 1911 V1T1),POP,persons,POP,1911:V1T1,1,false,2534,signal
VAR_M_SINGLE,E55_Type,Number of single (never-married) males,POP,persons,M_SINGLE,1911:V1T2,1,false,3391,signal
VAR_M_MARRIED,E55_Type,Number of married males,POP,persons,M_MARRIED,1911:V1T2,1,false,3389,signal
VAR_M_WIDOWED,E55_Type,Number of widowed males,POP,persons,M_WIDOWED,1911:V1T2,1,false,3131,signal
VAR_M_DIVORCED,E55_Type,Number of divorced males,POP,persons,M_DIVORCED,1911:V1T2,1,false,326,signal
VAR_M_LEGAL_SEP,E55_Type,Number of legally separated males,POP,persons,M_LEGAL_SEP,1911:V1T2,1,false,516,signal
VAR_M_NOT_GIVEN,E55_Type,Number of males with marital status not given,POP,persons,M_NOT_GIVEN,1911:V1T2,1,false,1237,signal
VAR_F_SINGLE,E55_Type,Number of single (never-married) females,POP,persons,F_SINGLE,1911:V1T2,1,false,3342,signal
VAR_F_MARRIED,E55_Type,Number of married females,POP,persons,F_MARRIED,1911:V1T2,1,false,3352,signal
VAR_F_WIDOWED,E55_Type,Number of widowed females,POP,persons,F_WIDOWED,1911:V1T2,1,false,3130,signal
VAR_F_DIVORCED,E55_Type,Number of divorced females,POP,persons,F_DIVORCED,1911:V1T2,1,false,274,signal
VAR_F_LEGAL_SEP,E55_Type,Number of legally separated females,POP,persons,F_LEGAL_SEP,1911:V1T2,1,false,513,signal
VAR_F_NOT_GIVEN,E55_Type,Number of females with marital status not given,POP,persons,F_NOT_GIVEN,1911:V1T2,1,false,954,signal
VAR_DWELLINGS,E55_Type,Number of dwellings,BLD,buildings,DWELLINGS,1911:V1T2,1,false,3380,signal
VAR_FAMILIES,E55_Type,Number of families,POP,persons,FAMILIES,1911:V1T2,1,false,3382,signal
VAR_ADVENTISTS,E55_Type,Number of Adventists,REL,persons,ADVENTISTS,"1911:V2T2,1921:V1T38",2,true,1274,signal
VAR_ANGLICANS,E55_Type,Number of Anglicans (Church of England),REL,persons,ANGLICANS,"1911:V2T2,1921:V1T38",2,true,6064,signal
VAR_BAPTISTS,E55_Type,Number of Baptists,REL,persons,BAPTISTS,"1911:V2T2,1921:V1T38",2,true,4941,signal
VAR_BRETHREN,E55_Type,Number of Brethren,REL,persons,BRETHREN,"1911:V2T2,1921:V1T38",2,true,1075,signal
VAR_CHRISTIANS,E55_Type,Number of Christians (general / no denomination specified),REL,persons,CHRISTIANS,"1911:V2T2,1921:V1T38",2,true,1325,signal
VAR_CONGREGATIONALISTS,E55_Type,Number of Congregationalists,REL,persons,CONGREGATIONALISTS,"1911:V2T2,1921:V1T38",2,true,2114,signal
VAR_DISCIPLES,E55_Type,Number of Disciples of Christ,REL,persons,DISCIPLES,1911:V2T2,1,false,366,signal
VAR_DISCIPLES_OF_CHRIST,E55_Type,Number of Disciples of Christ,REL,persons,DISCIPLES_OF_CHRIST,1921:V1T38,1,false,495,signal
VAR_EASTERN_RELIGIONS,E55_Type,Number of adherents of Eastern religions,REL,persons,EASTERN_RELIGIONS,1921:V1T38,1,false,854,signal
VAR_EVANGELICAL_ASSOCIATION,E55_Type,Number of members of the Evangelical Association,REL,persons,EVANGELICAL_ASSOCIATION,1921:V1T38,1,false,467,signal
VAR_FRIENDS,E55_Type,Number of Friends (Quakers),REL,persons,FRIENDS,1911:V2T2,1,false,245,signal
VAR_GREEK_CHURCH,E55_Type,Number of Greek (Orthodox) Church adherents,REL,persons,GREEK_CHURCH,"1911:V2T2,1921:V1T38",2,true,1692,signal
VAR_JEWS,E55_Type,Number of Jews,REL,persons,JEWS,"1911:V2T2,1921:V1T38",2,true,1589,signal
VAR_LUTHERANS,E55_Type,Number of Lutherans,REL,persons,LUTHERANS,"1911:V2T2,1921:V1T38",2,true,3411,signal
VAR_MENNONITES,E55_Type,Number of Mennonites,REL,persons,MENNONITES,"1911:V2T2,1921:V1T38",2,true,783,signal
VAR_METHODISTS,E55_Type,Number of Methodists,REL,persons,METHODISTS,"1911:V2T2,1921:V1T38",2,true,5551,signal
VAR_MORMONS,E55_Type,Number of Mormons (Latter-day Saints),REL,persons,MORMONS,"1911:V2T2,1921:V1T38",2,true,1030,signal
VAR_PRESBYTERIANS,E55_Type,Number of Presbyterians,REL,persons,PRESBYTERIANS,"1911:V2T2,1921:V1T38",2,true,6008,signal
VAR_ROMAN_CATHOLICS,E55_Type,Number of Roman Catholics,REL,persons,ROMAN_CATHOLICS,"1911:V2T2,1921:V1T38",2,true,7406,signal
VAR_SALVATION_ARMY,E55_Type,Number of Salvation Army adherents,REL,persons,SALVATION_ARMY,"1911:V2T2,1921:V1T38",2,true,1597,signal
VAR_PROTESTANTS,E55_Type,Number of Protestants (general / no denomination specified),REL,persons,PROTESTANTS,"1911:V2T2,1921:V1T38",2,true,1496,signal
VAR_PAGANS,E55_Type,"Persons recorded under the 1911 official census category ""Pagans""; primarily applied to Indigenous adherents of traditional spiritual practices. The label reflects period Christian-normative framing and is preserved as the historical source category.",REL,persons,PAGANS,1911:V2T2,1,false,87,sparse
VAR_VARIOUS_SECTS,E55_Type,Number of adherents of various sects (residual category in 1911),REL,persons,VARIOUS_SECTS,1911:V2T2,1,false,1287,signal
VAR_OTHER_SECTS,E55_Type,Number of adherents of other sects (residual category in 1921),REL,persons,OTHER_SECTS,1921:V1T38,1,false,2550,signal
VAR_UNSPECIFIED,E55_Type,Number of persons whose religion or origin is unspecified,REL,persons,UNSPECIFIED,"1911:V2T7,1921:V1T27",2,true,3167,signal
VAR_BRIT_ENGLISH,E55_Type,Number of persons of British origin (English),ETH,persons,BRIT_ENGLISH,1911:V2T7,1,false,2439,signal
VAR_BRIT_IRISH,E55_Type,Number of persons of British origin (Irish),ETH,persons,BRIT_IRISH,"1911:V2T7,1921:V1T27",2,true,6412,signal
VAR_BRIT_SCOTCH,E55_Type,Number of persons of British origin (Scotch / Scottish),ETH,persons,BRIT_SCOTCH,"1911:V2T7,1921:V1T27",2,true,6185,signal
VAR_BRIT_OTHER,E55_Type,Number of persons of British origin (other),ETH,persons,BRIT_OTHER,"1911:V2T7,1921:V1T27",2,true,3103,signal
VAR_BRIT_ENG,E55_Type,Number of persons of British origin (English),ETH,persons,BRIT_ENG,1921:V1T27,1,false,4245,signal
VAR_FRENCH,E55_Type,Number of persons of French origin,ETH,persons,FRENCH,1911:V2T7,1,false,2581,signal
VAR_EUR_FRENCH,E55_Type,Number of persons of French origin,ETH,persons,EUR_FRENCH,1921:V1T27,1,false,4434,signal
VAR_GERMAN,E55_Type,Number of persons of German origin,ETH,persons,GERMAN,1911:V2T7,1,false,1802,signal
VAR_EUR_GERMAN,E55_Type,Number of persons of German origin,ETH,persons,EUR_GERMAN,1921:V1T27,1,false,3112,signal
VAR_AUSTRO_HUNGARIAN,E55_Type,Number of persons of Austro-Hungarian origin,ETH,persons,AUSTRO_HUNGARIAN,1911:V2T7,1,false,440,signal
VAR_EUR_AUSTRIAN,E55_Type,Number of persons of Austrian origin,ETH,persons,EUR_AUSTRIAN,1921:V1T27,1,false,1573,signal
VAR_BELGIAN,E55_Type,Number of persons of Belgian origin,ETH,persons,BELGIAN,1911:V2T7,1,false,327,signal
VAR_EUR_BELGIAN,E55_Type,Number of persons of Belgian origin,ETH,persons,EUR_BELGIAN,1921:V1T27,1,false,1142,signal
VAR_BULGARIAN_AND_RUMANIAN,E55_Type,Number of persons of Bulgarian or Romanian origin,ETH,persons,BULGARIAN_AND_RUMANIAN,1911:V2T7,1,false,135,signal
VAR_CHINESE,E55_Type,Number of persons of Chinese origin,ETH,persons,CHINESE,1911:V2T7,1,false,464,signal
VAR_ASIA_CHINESE_AND_JAPANESE,E55_Type,Number of persons of Chinese or Japanese origin,ETH,persons,ASIA_CHINESE_AND_JAPANESE,1921:V1T27,1,false,1226,signal
VAR_ASIA_SYRIAN,E55_Type,Number of persons of Syrian origin,ETH,persons,ASIA_SYRIAN,1921:V1T27,1,false,504,signal
VAR_ASIA_OTHER,E55_Type,Number of persons of other Asian origin,ETH,persons,ASIA_OTHER,1921:V1T27,1,false,165,signal
VAR_DUTCH,E55_Type,Number of persons of Dutch origin,ETH,persons,DUTCH,1911:V2T7,1,false,1112,signal
VAR_EUR_DUTCH,E55_Type,Number of persons of Dutch origin,ETH,persons,EUR_DUTCH,1921:V1T27,1,false,2451,signal
VAR_EUR_FINNISH,E55_Type,Number of persons of Finnish origin,ETH,persons,EUR_FINNISH,1921:V1T27,1,false,613,signal
VAR_GREEK,E55_Type,Number of persons of Greek origin,ETH,persons,GREEK,1911:V2T7,1,false,184,signal
VAR_EUR_GREEK,E55_Type,Number of persons of Greek origin,ETH,persons,EUR_GREEK,1921:V1T27,1,false,338,signal
VAR_HINDU,E55_Type,"Persons recorded under the 1911 official census category ""Hindu""; in 1911 this label denoted South Asian origin (not religious identification). Reflects period British-colonial conflation of religion and ethnicity; modern usage of ""Hindu"" is religious.",ETH,persons,HINDU,1911:V2T7,1,false,42,sparse
