:START_ID,:END_ID,relationship_type,iou:float,from_fraction:float,to_fraction:float,year_from:int,year_to:int,:TYPE
CD_QC_Laprairie,CD_QC_Laprairie,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Laval,CD_QC_Laval,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Lotbiniere,CD_QC_Lotbinière,WITHIN,0.9788,0.9878,0.9908,1871,1881,P134_continued
CD_QC_Lévis_(Comté),CD_QC_Lévis,WITHIN,0.8054,0.9917,0.8109,1871,1881,P134_continued
CD_QC_Lévis_(Ville),CD_QC_Lévis,WITHIN,0.1891,1.0,0.1891,1871,1881,P134_continued
CD_QC_Maskinonge,CD_QC_Maskinongé,WITHIN,0.2529,1.0,0.2529,1871,1881,P134_continued
CD_QC_Megantic,CD_QC_Megantic,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Missisquoi,CD_QC_Missisquoi,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Montcalm,CD_QC_Montcalm,WITHIN,0.2292,1.0,0.2292,1871,1881,P134_continued
CD_QC_Montmagny,CD_QC_Montmagny,WITHIN,0.9606,1.0,0.9606,1871,1881,P134_continued
CD_QC_Montmorency,CD_QC_Montmorency,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Montreal_Centre,"CD_QC_Montréal,_(City-Ville)",WITHIN,0.0465,1.0,0.0465,1871,1881,P134_continued
CD_QC_Montreal_Est,"CD_QC_Montréal,_(City-Ville)",WITHIN,0.4153,1.0,0.4153,1871,1881,P134_continued
CD_QC_Montreal_Ouest,"CD_QC_Montréal,_(City-Ville)",WITHIN,0.5231,0.9516,0.5373,1871,1881,P134_continued
CD_QC_Napierville,CD_QC_Napierville,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Nicolet,CD_QC_Nicolet,SAME_AS,0.9884,0.9884,1.0,1871,1881,P134_continued
CD_QC_Pontiac_Nord,CD_QC_Pontiac,WITHIN,0.8116,0.9798,0.8255,1871,1881,P134_continued
CD_QC_Pontiac_Sud,CD_QC_Pontiac,WITHIN,0.0533,1.0,0.0533,1871,1881,P134_continued
CD_QC_Portneuf,CD_QC_Portneuf,SAME_AS,0.9993,0.9993,1.0,1871,1881,P134_continued
CD_QC_Quebec_(Comté),"CD_QC_Quebec,_(County-Comté)",SAME_AS,0.9996,1.0,0.9996,1871,1881,P134_continued
CD_QC_Quebec_Centre,"CD_QC_Quebec,_(City-Ville)",WITHIN,0.1113,1.0,0.1113,1871,1881,P134_continued
CD_QC_Quebec_Est,"CD_QC_Quebec,_(City-Ville)",WITHIN,0.8034,1.0,0.8034,1871,1881,P134_continued
CD_QC_Quebec_Ouest,"CD_QC_Quebec,_(City-Ville)",WITHIN,0.0794,1.0,0.0794,1871,1881,P134_continued
CD_QC_Richelieu,CD_QC_Richelieu,WITHIN,0.9715,0.9715,1.0,1871,1881,P134_continued
CD_QC_Richmond,CD_QC_Richmond_&_Wolfe,WITHIN,0.4389,1.0,0.4389,1871,1881,P134_continued
CD_QC_Rimouski_Est,CD_QC_Rimouski,WITHIN,0.6353,1.0,0.6353,1871,1881,P134_continued
CD_QC_Rimouski_Ouest,CD_QC_Rimouski,WITHIN,0.3647,1.0,0.3647,1871,1881,P134_continued
CD_QC_Rouville,CD_QC_Rouville,SAME_AS,0.9846,0.9863,0.9983,1871,1881,P134_continued
CD_QC_Saguenay,CD_QC_Chicoutimi_&_Saguenay,WITHIN,0.1122,1.0,0.1122,1871,1881,P134_continued
CD_QC_Shefford,CD_QC_Shefford,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Sherbrooke,CD_QC_Sherbrooke,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Soulanges,CD_QC_Soulanges,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_St._Hyacinthe,CD_QC_St._Hyacinthe,SAME_AS,0.9885,1.0,0.9885,1871,1881,P134_continued
CD_QC_St._Jean,CD_QC_St._Jean,SAME_AS,0.9965,1.0,0.9965,1871,1881,P134_continued
CD_QC_Stanstead,CD_QC_Stanstead,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Temiscouata,CD_QC_Temiscouata,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Terrebonne,CD_QC_Terrebonne,SAME_AS,0.9943,0.9943,1.0,1871,1881,P134_continued
CD_QC_Trois_Rivieres,CD_QC_Trois-Rivières,WITHIN,0.5774,1.0,0.5774,1871,1881,P134_continued
CD_QC_Vaudreuil,CD_QC_Vaudreuil,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Vercheres,CD_QC_Verchères,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Wolfe,CD_QC_Richmond_&_Wolfe,WITHIN,0.5611,1.0,0.5611,1871,1881,P134_continued
CD_QC_Yamaska,CD_QC_Yamaska,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_BC_Cariboo,CD_BC_Cariboo,CONTAINS,0.8616,0.8616,1.0,1881,1891,P134_continued
CD_BC_New_Westminster,CD_BC_New_Westminster,WITHIN,0.9025,1.0,0.9025,1881,1891,P134_continued
CD_BC_Vancouver,CD_BC_Vancouver,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_BC_Victoria,CD_BC_Victoria,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_BC_Yale,CD_BC_Yale,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_MB_Lisgar,CD_MB_Lisgar,WITHIN,0.0783,1.0,0.0783,1881,1891,P134_continued
CD_MB_Selkirk,"CD_MB_Winnipeg,_City—Cité",CONTAINS,0.0211,0.0211,1.0,1881,1891,P134_continued
CD_NB_Albert,CD_NB_Albert,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_Carleton,CD_NB_Carleton,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_Charlotte,CD_NB_Charlotte,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_Gloucester,CD_NB_Gloucester,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_Kent,CD_NB_Kent,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_King's,CD_NB_King’s,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_Northumberland,CD_NB_Northumberland,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_Queen's,CD_NB_Queen's,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_Restigouche,CD_NB_Restigouche,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_NB_St._John,_(City-Ville)","CD_NB_St-John,_County—Comté",WITHIN,0.0028,1.0,0.0028,1881,1891,P134_continued
"CD_NB_St._John,_(County-Comté)","CD_NB_St-John,_County—Comté",SAME_AS,0.9972,1.0,0.9972,1881,1891,P134_continued
CD_NB_Sunbury,CD_NB_Sunbury,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_Victoria,CD_NB_Victoria,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_Westmoreland,CD_NB_Westmoreland,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NB_York,CD_NB_York,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NL_Newfoundland,CD_NL_Newfoundland,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Annapolis,CD_NS_Annapolis,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Antigonish,CD_NS_Antigonish,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Cape_Breton,CD_NS_Cape_Breton,WITHIN,0.9785,0.9785,1.0,1881,1891,P134_continued
CD_NS_Cape_Breton,CD_NS_Cap_Breton,CONTAINS,0.0215,0.0215,1.0,1881,1891,P134_continued
CD_NS_Colchester,CD_NS_Colchester,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Cumberland,CD_NS_Cumberland,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Digby,CD_NS_Digby,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Guysborough,CD_NS_Guysborough,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Halifax_(City-Ville),"CD_NS_Halifax,_City—Cité",WITHIN,0.0092,1.0,0.0092,1881,1891,P134_continued
CD_NS_Halifax_(County-Comté),"CD_NS_Halifax,_City—Cité",SAME_AS,0.9908,1.0,0.9908,1881,1891,P134_continued
CD_NS_Hants,CD_NS_Hants,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Inverness,CD_NS_Inverness,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_King's,CD_NS_King’s,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Lunenburg,CD_NS_Lunenburg,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Pictou,CD_NS_Pictou,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Queens,CD_NS_Queen's,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Richmond,CD_NS_Richmond,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Shelburne,CD_NS_Shelburne,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Victoria,CD_NS_Victoria,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NS_Yarmouth,CD_NS_Yarmouth,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_NT_The_Territories,CD_NL_Labrador,CONTAINS,0.0079,0.0079,1.0,1881,1891,P134_continued
CD_NT_The_Territories,CD_NT_Assiniboia_East-Est,CONTAINS,0.0086,0.0086,1.0,1881,1891,P134_continued
CD_NT_The_Territories,CD_NT_Assiniboia_West-Ouest,CONTAINS,0.0241,0.0241,1.0,1881,1891,P134_continued
CD_NT_The_Territories,CD_NT_Saskatchewan,CONTAINS,0.0405,0.0405,1.0,1881,1891,P134_continued
CD_NT_The_Territories,CD_NT_Alberta,CONTAINS,0.0371,0.0371,1.0,1881,1891,P134_continued
CD_NT_The_Territories,CD_NT_The_Unorganized_Territories,CONTAINS,0.8666,0.8668,0.9998,1881,1891,P134_continued
CD_ON_Addington,CD_ON_Addington,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_ON_Brockville,CD_ON_Brockville,WITHIN,0.6091,1.0,0.6091,1881,1891,P134_continued
"CD_ON_Bruce,_North—Nord","CD_ON_Bruce,_North—Nord",CONTAINS,0.8099,0.8099,1.0,1881,1891,P134_continued
"CD_ON_Bruce,_South—Sud","CD_ON_Bruce,_East—Est",CONTAINS,0.6029,0.6029,1.0,1881,1891,P134_continued
CD_ON_Cardwell,CD_ON_Cardwell,SAME_AS,0.9972,1.0,0.9972,1881,1891,P134_continued
CD_ON_Carleton,CD_ON_Carleton,CONTAINS,0.6971,0.6971,1.0,1881,1891,P134_continued
CD_ON_Cornwall,CD_ON_Cornwall_&_Stormont,WITHIN,0.2712,1.0,0.2712,1881,1891,P134_continued
CD_ON_Dundas,CD_ON_Dundas,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Durham,_East—Est","CD_ON_Durham,_East—Est",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Durham,_West—Ouest","CD_ON_Durham,_West—Ouest",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Elgin,_East—Est","CD_ON_Elgin,_East—Est",CONTAINS,0.8567,0.8567,1.0,1881,1891,P134_continued
"CD_ON_Elgin,_West—Ouest","CD_ON_Elgin,_West—Ouest",WITHIN,0.6603,1.0,0.6603,1881,1891,P134_continued
CD_ON_Essex,"CD_ON_Essex,_South—Sud",CONTAINS,0.5502,0.5502,1.0,1881,1891,P134_continued
CD_ON_Essex,"CD_ON_Essex,_North—Nord",CONTAINS,0.4498,0.4498,1.0,1881,1891,P134_continued
CD_ON_Frontenac,CD_ON_Frontenac,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_ON_Glengarry,CD_ON_Glengarry,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Grenville,_South—Sud","CD_ON_Grenville,_South—Sud",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Grey,_East—Est","CD_ON_Grey,_East—Est",CONTAINS,0.8638,0.8638,1.0,1881,1891,P134_continued
"CD_ON_Grey,_North—Nord","CD_ON_Grey,_North—Nord",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Grey,_South—Sud","CD_ON_Grey,_South—Sud",WITHIN,0.8066,1.0,0.8066,1881,1891,P134_continued
CD_ON_Haldimand,CD_ON_Haldimand,CONTAINS,0.9387,0.9387,1.0,1881,1891,P134_continued
CD_ON_Halton,CD_ON_Halton,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Hamilton,_City—Cité","CD_ON_Hamilton,_City—Cité",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Hastings,_East—Est","CD_ON_Hastings,_East—Est",WITHIN,0.9763,1.0,0.9763,1881,1891,P134_continued
"CD_ON_Hastings,_North—Nord","CD_ON_Hastings,_North—Nord",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Hastings,_West—Ouest","CD_ON_Hastings,_West—Ouest",WITHIN,0.9533,1.0,0.9533,1881,1891,P134_continued
CD_ON_Kent,CD_ON_Kent,CONTAINS,0.7107,0.7107,1.0,1881,1891,P134_continued
"CD_ON_Kingston,_City—Cite","CD_ON_Kingston,_City—Cite",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Kingston,_City—Cité","CD_ON_Kingston,_City—Cité",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_ON_Lambton,"CD_ON_Lambton,_West—Ouest",CONTAINS,0.3889,0.389,0.9991,1881,1891,P134_continued
CD_ON_Lambton,"CD_ON_Lambton,_East—Est",CONTAINS,0.611,0.611,1.0,1881,1891,P134_continued
"CD_ON_Lanark,_North—Nord","CD_ON_Lanark,_North—Nord",WITHIN,0.7574,1.0,0.7574,1881,1891,P134_continued
"CD_ON_Lanark,_South—Sud","CD_ON_Lanark,_South—Sud",SAME_AS,0.9984,0.9984,1.0,1881,1891,P134_continued
"CD_ON_Leeds_&_Grenville,_North—Nord","CD_ON_Leeds_&_Grenville,_North—Nord",CONTAINS,0.7533,0.7553,0.9965,1881,1891,P134_continued
"CD_ON_Leeds,_South—Sud","CD_ON_Leeds,_South—Sud",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_ON_Lennox,CD_ON_Lennox,WITHIN,0.9461,1.0,0.9461,1881,1891,P134_continued
"CD_ON_London,_City—Cité","CD_ON_London,_City—Cité",SAME_AS,0.9846,1.0,0.9846,1881,1891,P134_continued
CD_ON_Muskoka,CD_ON_Muskoka_&_Parry_Sound,CONTAINS,0.8473,0.8473,1.0,1881,1891,P134_continued
CD_ON_Niagara,CD_ON_Lincoln_&_Niagara,WITHIN,0.2601,1.0,0.2601,1881,1891,P134_continued
"CD_ON_Norfolk,_North—Nord","CD_ON_Norfolk,_North—Nord",WITHIN,0.7228,0.9945,0.7257,1881,1891,P134_continued
"CD_ON_Norfolk,_South—Sud","CD_ON_Norfolk,_South—Sud",SAME_AS,0.9954,1.0,0.9954,1881,1891,P134_continued
"CD_ON_Northumberland,_East—Est","CD_ON_Northumberland,_East—Est",SAME_AS,0.9817,1.0,0.9817,1881,1891,P134_continued
"CD_ON_Northumberland,_West—Ouest","CD_ON_Northumberland,_West—Ouest",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Ottawa,_City—Cité","CD_ON_Ottawa,_City—Cité",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_ON_Peel,CD_ON_Peel,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Perth,_North—Nord","CD_ON_Perth,_North—Nord",CONTAINS,0.7068,0.7085,0.9967,1881,1891,P134_continued
"CD_ON_Peterborough,_West—Ouest","CD_ON_Peterborough,_West—Ouest",CONTAINS,0.9331,0.9332,0.9999,1881,1891,P134_continued
CD_ON_Prescott,CD_ON_Prescott,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_ON_Prince_Edward,CD_ON_Prince_Edward,WITHIN,0.9206,1.0,0.9206,1881,1891,P134_continued
"CD_ON_Renfrew,_North—Nord","CD_ON_Renfrew,_North—Nord",CONTAINS,0.8668,0.8668,1.0,1881,1891,P134_continued
"CD_ON_Renfrew,_South—Sud","CD_ON_Renfrew,_South—Sud",CONTAINS,0.8386,0.8386,1.0,1881,1891,P134_continued
CD_ON_Russell,CD_ON_Russell,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Simcoe,_North—Nord","CD_ON_Simcoe,_North—Nord",CONTAINS,0.3772,0.3772,1.0,1881,1891,P134_continued
"CD_ON_Simcoe,_South—Sud","CD_ON_Simcoe,_South—Sud",CONTAINS,0.8406,0.8406,1.0,1881,1891,P134_continued
CD_ON_Stormont,CD_ON_Cornwall_&_Stormont,WITHIN,0.7288,1.0,0.7288,1881,1891,P134_continued
"CD_ON_Toronto,_City—Cité","CD_ON_Toronto,_City—Cité",WITHIN,0.9173,0.9999,0.9174,1881,1891,P134_continued
"CD_ON_Victoria,_North—Nord","CD_ON_Victoria,_North—Nord",WITHIN,0.656,1.0,0.656,1881,1891,P134_continued
"CD_ON_Victoria,_South—Sud","CD_ON_Victoria,_South—Sud",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Waterloo,_North—Nord","CD_ON_Waterloo,_North—Nord",SAME_AS,0.9893,0.9893,1.0,1881,1891,P134_continued
"CD_ON_Waterloo,_South—Sud","CD_ON_Waterloo,_South—Sud",SAME_AS,0.9886,1.0,0.9886,1881,1891,P134_continued
CD_ON_Welland,CD_ON_Welland,SAME_AS,0.9978,1.0,0.9978,1881,1891,P134_continued
"CD_ON_Wellington,_Centre","CD_ON_Wellington,_Centre",WITHIN,0.7964,0.997,0.7983,1881,1891,P134_continued
"CD_ON_Wellington,_South—Sud","CD_ON_Wellington,_South—Sud",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_ON_Wentworth,_North—Nord","CD_ON_Wentworth,_North—Nord",SAME_AS,0.9979,0.9979,1.0,1881,1891,P134_continued
"CD_ON_York,_East—Est","CD_ON_York,_East—Est",SAME_AS,0.9945,0.9959,0.9987,1881,1891,P134_continued
"CD_ON_York,_West—Ouest","CD_ON_York,_West—Ouest",SAME_AS,0.9976,0.9986,0.9989,1881,1891,P134_continued
CD_PE_King's,CD_PE_King’s,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_PE_Prince,CD_PE_Prince,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_PE_Queen's,CD_PE_Queen’s,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Argenteuil,CD_QC_Argenteuil,CONTAINS,0.8084,0.8084,1.0,1881,1891,P134_continued
CD_QC_Bagot,CD_QC_Bagot_,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Beauce,CD_QC_Beauce,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Beauharnois,CD_QC_Beauharnois,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Bellechasse,CD_QC_Bellechasse,WITHIN,0.9723,1.0,0.9723,1881,1891,P134_continued
CD_QC_Berthier,CD_QC_Berthier,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Bonaventure,CD_QC_Bonaventure,SAME_AS,0.9999,0.9999,1.0,1881,1891,P134_continued
CD_QC_Brome,CD_QC_Brome,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Chambly,CD_QC_Chambly,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Champlain,CD_QC_Champlain_,CONTAINS,0.1222,0.1222,1.0,1881,1891,P134_continued
CD_QC_Champlain,CD_QC_Champlain,CONTAINS,0.8778,0.8778,1.0,1881,1891,P134_continued
CD_QC_Charlevoix,CD_QC_Charlevoix,SAME_AS,0.9987,0.9987,1.0,1881,1891,P134_continued
CD_QC_Chateauguay,CD_QC_Chateauguay,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Chicoutimi_&_Saguenay,CD_QC_Chicoutimi_and_Saguenay,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Compton,CD_QC_Compton,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Deux-Montagnes,CD_QC_Deux-Montagnes,SAME_AS,0.9925,1.0,0.9925,1881,1891,P134_continued
CD_QC_Dorchester,CD_QC_Dorchester,SAME_AS,0.9938,0.9938,1.0,1881,1891,P134_continued
CD_QC_Drummond_&_Arthabaska,CD_QC_Drummond_&_Arthabaska_,SAME_AS,0.9865,0.9886,0.9978,1881,1891,P134_continued
CD_QC_Gaspé,CD_QC_Gaspé,SAME_AS,0.9999,1.0,0.9999,1881,1891,P134_continued
CD_QC_Hochelaga,CD_QC_Hochalaga,CONTAINS,0.0151,0.0151,1.0,1881,1891,P134_continued
CD_QC_Hochelaga,CD_QC_Hochelaga,SAME_AS,0.9849,0.9849,1.0,1881,1891,P134_continued
CD_QC_Huntingdon,CD_QC_Huntingdon,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Iberville,CD_QC_Iberville,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Jacques-Cartier,CD_QC_Jacques-Cartier_,CONTAINS,0.8728,0.8728,1.0,1881,1891,P134_continued
CD_QC_Jacques-Cartier,CD_QC_Jacques-Cartier,CONTAINS,0.1272,0.1272,1.0,1881,1891,P134_continued
CD_QC_Joliette,CD_QC_Joliette,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Kamouraska,CD_QC_Kamouraska,SAME_AS,0.9972,1.0,0.9972,1881,1891,P134_continued
CD_QC_L'Assomption,CD_QC_L’Assomption,SAME_AS,0.9993,1.0,0.9993,1881,1891,P134_continued
CD_QC_L'Islet,CD_QC_L’Islet,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Laprairie,CD_QC_Laprairie,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Laval,CD_QC_Laval,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Lotbinière,CD_QC_Lotbinière,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Lévis,CD_QC_Lévis,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Maskinongé,CD_QC_Maskinongé,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Megantic,CD_QC_Mégantic,SAME_AS,0.9999,1.0,0.9999,1881,1891,P134_continued
CD_QC_Missisquoi,CD_QC_Missisquoi,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Montcalm,CD_QC_Montcalm,SAME_AS,0.9916,1.0,0.9916,1881,1891,P134_continued
CD_QC_Montmagny,CD_QC_Montmagny,SAME_AS,0.9814,0.9814,1.0,1881,1891,P134_continued
CD_QC_Montmorency,CD_QC_Montmorency,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_QC_Montréal,_(City-Ville)",CD_QC_Montréal,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Napierville,CD_QC_Napierville,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Nicolet,CD_QC_Nicolet,WITHIN,0.9698,0.995,0.9746,1881,1891,P134_continued
CD_QC_Ottawa,"CD_QC_Ottawa,_County—Comté",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Pontiac,CD_QC_Pontiac,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Portneuf,CD_QC_Portneuf,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_QC_Quebec,_(City-Ville)","CD_QC_Quebec,_City—Cité",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
"CD_QC_Quebec,_(County-Comté)","CD_QC_Quebec,_County—Comté",SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Richelieu,CD_QC_Richelieu,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Richmond_&_Wolfe,CD_QC_Richmond_&_Wolfe,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Rimouski,CD_QC_Rimouski,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Rouville,CD_QC_Rouville,SAME_AS,0.9869,1.0,0.9869,1881,1891,P134_continued
CD_QC_Shefford,CD_QC_Shefford,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Sherbrooke,CD_QC_Sherbrooke,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Soulanges,CD_QC_Soulanges,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_St._Hyacinthe,CD_QC_St._Hyacinthe,SAME_AS,0.989,0.989,1.0,1881,1891,P134_continued
CD_QC_St._Jean,CD_QC_St._Jean,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_St._Maurice,CD_QC_St._Maurice,CONTAINS,0.9157,0.9207,0.9941,1881,1891,P134_continued
CD_QC_Stanstead,CD_QC_Stanstead,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Temiscouata,CD_QC_Témiscouata,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Trois-Rivières,CD_QC_Trois-Rivières,CONTAINS,0.5774,0.5774,1.0,1881,1891,P134_continued
CD_QC_Vaudreuil,CD_QC_Vaudreuil,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_QC_Verchères,CD_QC_Verchères,SAME_AS,0.9991,0.9991,1.0,1881,1891,P134_continued
CD_QC_Yamaska,CD_QC_Yamaska_,SAME_AS,1.0,1.0,1.0,1881,1891,P134_continued
CD_BC_Cariboo,CD_BC_Yale_&_Cariboo,WITHIN,0.688,1.0,0.688,1891,1901,P134_continued
CD_BC_New_Westminster,CD_BC_Burrard,WITHIN,0.9768,0.9768,1.0,1891,1901,P134_continued
CD_BC_Vancouver,CD_BC_Vancouver,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
CD_BC_Victoria,CD_BC_Victoria_,CONTAINS,0.1061,0.1061,1.0,1891,1901,P134_continued
CD_BC_Victoria,CD_BC_Victoria,CONTAINS,0.8939,0.8939,1.0,1891,1901,P134_continued
CD_BC_Yale,CD_BC_Yale_&_Cariboo,WITHIN,0.31,0.9844,0.3115,1891,1901,P134_continued
CD_MB_Lisgar,CD_MB_Selkirk,WITHIN,0.9295,0.9851,0.9427,1891,1901,P134_continued
CD_MB_Marquette,CD_MB_Macdonald,CONTAINS,0.3264,0.3294,0.9725,1891,1901,P134_continued
CD_MB_Marquette,CD_MB_Marquette,CONTAINS,0.5839,0.5839,1.0,1891,1901,P134_continued
CD_MB_Provencher,CD_MB_Provencher,WITHIN,0.3848,1.0,0.3848,1891,1901,P134_continued
