place_id:ID,:LABEL,name,place_type,community_type,wikidata_id,wikidata_uri,geonames_id,inception_date,province,latitude:float,longitude:float
COMMUNITY_Q112854840,E53_Place,Beech Grove,COMMUNITY,hamlet,Q112854840,http://www.wikidata.org/entity/Q112854840,,,Pontiac,45.553333333,-76.166388888
COMMUNITY_Q112854897,E53_Place,Breault,COMMUNITY,hamlet,Q112854897,http://www.wikidata.org/entity/Q112854897,,,Saint-Wenceslas,46.199444444,-72.336944444
COMMUNITY_Q112854925,E53_Place,Cacouna-Est,COMMUNITY,hamlet,Q112854925,http://www.wikidata.org/entity/Q112854925,,,Cacouna,47.995277777,-69.425833333
COMMUNITY_Q112854850,E53_Place,Belval,COMMUNITY,hamlet,Q112854850,http://www.wikidata.org/entity/Q112854850,,,Saint-Malachie,46.545555555,-70.814722222
COMMUNITY_Q112854824,E53_Place,Barrière-Mésy,COMMUNITY,hamlet,Q112854824,http://www.wikidata.org/entity/Q112854824,,,Hébertville,48.262778,-71.678889
COMMUNITY_Q112854828,E53_Place,Bas-de-l'Anse,COMMUNITY,hamlet,Q112854828,http://www.wikidata.org/entity/Q112854828,,,La Malbaie,47.7025,-70.035278
COMMUNITY_Q112854797,E53_Place,Baie-des-Brises,COMMUNITY,hamlet,Q112854797,http://www.wikidata.org/entity/Q112854797,,,Saint-Stanislas-de-Kostka,45.1986111,-74.1694444
COMMUNITY_Q112854892,E53_Place,Bourgault,COMMUNITY,hamlet,Q112854892,http://www.wikidata.org/entity/Q112854892,,,Saint-Jean-Port-Joli,47.1972222,-70.2822222
COMMUNITY_Q112854899,E53_Place,Breckenridge,COMMUNITY,hamlet,Q112854899,http://www.wikidata.org/entity/Q112854899,,,Pontiac,45.477777777,-75.953611111
COMMUNITY_Q112854887,E53_Place,Boudreau-Corners,COMMUNITY,hamlet,Q112854887,http://www.wikidata.org/entity/Q112854887,,,Compton,45.179722222,-71.767222222
COMMUNITY_Q112854894,E53_Place,Boyer,COMMUNITY,hamlet,Q112854894,http://www.wikidata.org/entity/Q112854894,,,Saint-Michel-de-Bellechasse,46.850555555,-70.871388888
COMMUNITY_Q112854875,E53_Place,Bolton Forest,COMMUNITY,hamlet,Q112854875,http://www.wikidata.org/entity/Q112854875,,,Eastman,45.295833333,-72.288888888
COMMUNITY_Q112854808,E53_Place,Baie-Noire,COMMUNITY,hamlet,Q112854808,http://www.wikidata.org/entity/Q112854808,,,Lochaber,45.600833333,-75.198888888
COMMUNITY_Q112854843,E53_Place,Bellefeuille,COMMUNITY,hamlet,Q112854843,http://www.wikidata.org/entity/Q112854843,,,Chartierville,45.310277777,-71.313055555
COMMUNITY_Q112854814,E53_Place,Barachois-Nord,COMMUNITY,hamlet,Q112854814,http://www.wikidata.org/entity/Q112854814,,,Percé,48.635833333,-64.293055555
COMMUNITY_Q112854869,E53_Place,Blouin,COMMUNITY,hamlet,Q112854869,http://www.wikidata.org/entity/Q112854869,,,Saint-Henri,46.706666666,-71.005833333
COMMUNITY_Q112854819,E53_Place,Barrage-Sainte-Marguerite,COMMUNITY,hamlet,Q112854819,http://www.wikidata.org/entity/Q112854819,,,Lac-Walker,50.214722222,-66.657777777
COMMUNITY_Q112854786,E53_Place,Aston Station,COMMUNITY,hamlet,Q112854786,http://www.wikidata.org/entity/Q112854786,,,Saint-Wenceslas,46.183055555,-72.271666666
COMMUNITY_Q112854794,E53_Place,Baie-des-Bacon,COMMUNITY,hamlet,Q112854794,http://www.wikidata.org/entity/Q112854794,,,Longue-Rive,48.520833333,-69.276388888
COMMUNITY_Q112854871,E53_Place,Bogton,COMMUNITY,hamlet,Q112854871,http://www.wikidata.org/entity/Q112854871,,,Saint-Bernard-de-Lacolle,45.068333333,-73.509166666
COMMUNITY_Q112854882,E53_Place,Bonaventure-Est,COMMUNITY,hamlet,Q112854882,http://www.wikidata.org/entity/Q112854882,,,Bonaventure,48.023888888,-65.464722222
COMMUNITY_Q112854801,E53_Place,Baie-des-Cèdres,COMMUNITY,hamlet,Q112854801,http://www.wikidata.org/entity/Q112854801,,,Duhamel-Ouest,47.3,-79.459722
COMMUNITY_Q112854811,E53_Place,Baie-Trinité-Est,COMMUNITY,hamlet,Q112854811,http://www.wikidata.org/entity/Q112854811,,,Baie-Trinité,49.426666666,-67.283611111
COMMUNITY_Q112854889,E53_Place,Bourg-la-Reine,COMMUNITY,hamlet,Q112854889,http://www.wikidata.org/entity/Q112854889,,,Quebec City,46.896944444,-71.254722222
COMMUNITY_Q112854817,E53_Place,Barrage-Mistigougèche,COMMUNITY,hamlet,Q112854817,http://www.wikidata.org/entity/Q112854817,,,Lac-des-Eaux-Mortes,48.178333333,-68.023611111
COMMUNITY_Q112854857,E53_Place,Bernatchez,COMMUNITY,hamlet,Q112854857,http://www.wikidata.org/entity/Q112854857,,,Saint-Fabien-de-Panet,46.633888888,-70.1175
COMMUNITY_Q112854805,E53_Place,Baie-Dorval,COMMUNITY,hamlet,Q112854805,http://www.wikidata.org/entity/Q112854805,,,Laniel,46.984166666,-79.239722222
COMMUNITY_Q112854806,E53_Place,Baie-Laperrière,COMMUNITY,hamlet,Q112854806,http://www.wikidata.org/entity/Q112854806,,,Duhamel-Ouest,47.290833,-79.449722
COMMUNITY_Q112854831,E53_Place,Bas-de-Sainte-Rose,COMMUNITY,hamlet,Q112854831,http://www.wikidata.org/entity/Q112854831,,,Laval,45.651666666,-73.748611111
COMMUNITY_Q112854877,E53_Place,Bolton Glen,COMMUNITY,hamlet,Q112854877,http://www.wikidata.org/entity/Q112854877,,,West Bolton,45.209444444,-72.439444444
COMMUNITY_Q112854836,E53_Place,Beaudoin-Centre,COMMUNITY,hamlet,Q112854836,http://www.wikidata.org/entity/Q112854836,,,Saints-Martyrs-Canadiens,45.876666666,-71.576666666
COMMUNITY_Q112854816,E53_Place,Barrage-McLaren,COMMUNITY,hamlet,Q112854816,http://www.wikidata.org/entity/Q112854816,,,Val-des-Bois,45.843611111,-75.651666666
COMMUNITY_Q112854873,E53_Place,Bois-des-Bel,COMMUNITY,hamlet,Q112854873,http://www.wikidata.org/entity/Q112854873,,,Cacouna,47.955833333,-69.431944444
COMMUNITY_Q112854815,E53_Place,Barachois-Ouest,COMMUNITY,hamlet,Q112854815,http://www.wikidata.org/entity/Q112854815,,,Percé,48.616666666,-64.315
COMMUNITY_Q112854859,E53_Place,Bienvenu,COMMUNITY,hamlet,Q112854859,http://www.wikidata.org/entity/Q112854859,,,La Sarre,48.8069444,-79.2358333
COMMUNITY_Q112854896,E53_Place,Brasset,COMMUNITY,hamlet,Q112854896,http://www.wikidata.org/entity/Q112854896,,,Gaspé,48.817222222,-64.578055555
COMMUNITY_Q112854898,E53_Place,Brèche-à-Manon,COMMUNITY,hamlet,Q112854898,http://www.wikidata.org/entity/Q112854898,,,Sainte-Thérèse-de-Gaspé,48.406666666,-64.441666666
COMMUNITY_Q112854872,E53_Place,Bois-Brûlé,COMMUNITY,hamlet,Q112854872,http://www.wikidata.org/entity/Q112854872,,,Gaspé,48.719166666,-64.292777777
COMMUNITY_Q112854781,E53_Place,Applegrove,COMMUNITY,hamlet,Q112854781,http://www.wikidata.org/entity/Q112854781,,,Ogden,45.084166666,-72.189166666
COMMUNITY_Q112854854,E53_Place,Belvédère-Heights,COMMUNITY,hamlet,Q112854854,http://www.wikidata.org/entity/Q112854854,,,Hatley,45.347777777,-71.894722222
COMMUNITY_Q112854891,E53_Place,Bourg-Louis-Station,COMMUNITY,hamlet,Q112854891,http://www.wikidata.org/entity/Q112854891,,,Saint-Raymond,46.858333333,-71.777222222
COMMUNITY_Q112854777,E53_Place,Alstonvale,COMMUNITY,hamlet,Q112854777,http://www.wikidata.org/entity/Q112854777,,,Hudson,45.472777777,-74.183055555
COMMUNITY_Q112854863,E53_Place,Birchton,COMMUNITY,hamlet,Q112854863,http://www.wikidata.org/entity/Q112854863,,,Cookshire-Eaton,45.374166666,-71.665555555
COMMUNITY_Q112854845,E53_Place,Bellefeuille,COMMUNITY,hamlet,Q112854845,http://www.wikidata.org/entity/Q112854845,,,Authier,48.7777778,-78.8625
COMMUNITY_Q112854911,E53_Place,Brome-Centre,COMMUNITY,hamlet,Q112854911,http://www.wikidata.org/entity/Q112854911,,,Lac-Brome,45.223333333,-72.596666666
COMMUNITY_Q112854867,E53_Place,Blanche,COMMUNITY,hamlet,Q112854867,http://www.wikidata.org/entity/Q112854867,,,Mulgrave-et-Derry,45.743333333,-75.343333333
COMMUNITY_Q112854790,E53_Place,Baie-Carrière,COMMUNITY,hamlet,Q112854790,http://www.wikidata.org/entity/Q112854790,,,Val-d'Or,47.843056,-78.017222
COMMUNITY_Q112854822,E53_Place,Barrière-de-Laterrière,COMMUNITY,hamlet,Q112854822,http://www.wikidata.org/entity/Q112854822,,,Lac-Ministuk,48.249166666,-71.254444444
COMMUNITY_Q112854807,E53_Place,Baie-Laval,COMMUNITY,hamlet,Q112854807,http://www.wikidata.org/entity/Q112854807,,,Forestville,48.771666666,-69.055555555
COMMUNITY_Q112854920,E53_Place,Bugeaud,COMMUNITY,hamlet,Q112854920,http://www.wikidata.org/entity/Q112854920,,,Hope Town,48.050833333,-65.231388888
COMMUNITY_Q112854826,E53_Place,Barville,COMMUNITY,hamlet,Q112854826,http://www.wikidata.org/entity/Q112854826,,,Barraute,48.5172222,-77.6836111
COMMUNITY_Q112854902,E53_Place,Brise-du-Lac,COMMUNITY,hamlet,Q112854902,http://www.wikidata.org/entity/Q112854902,,,Entrelacs,46.1075,-74.047222222
COMMUNITY_Q112854864,E53_Place,Black Cape,COMMUNITY,hamlet,Q112854864,http://www.wikidata.org/entity/Q112854864,,,New Richmond,48.138611111,-65.821666666
COMMUNITY_Q112854924,E53_Place,Burnt Creek,COMMUNITY,hamlet,Q112854924,http://www.wikidata.org/entity/Q112854924,,,Lac-Vacher,54.811944444,-66.885
COMMUNITY_Q112854918,E53_Place,Bryant's Landing,COMMUNITY,hamlet,Q112854918,http://www.wikidata.org/entity/Q112854918,,,Austin,45.188888888,-72.2375
COMMUNITY_Q112854839,E53_Place,Beaumont-Est,COMMUNITY,hamlet,Q112854839,http://www.wikidata.org/entity/Q112854839,,,Beaumont,46.804444444,-70.968611111
COMMUNITY_Q112854787,E53_Place,Aubrey,COMMUNITY,hamlet,Q112854787,http://www.wikidata.org/entity/Q112854787,,,Saint-Chrysostome,45.143055555,-73.791388888
COMMUNITY_Q112854813,E53_Place,Baldwin Mills,COMMUNITY,hamlet,Q112854813,http://www.wikidata.org/entity/Q112854813,,,Coaticook,45.0375,-71.909722222
COMMUNITY_Q112854788,E53_Place,Bacon's Bay,COMMUNITY,hamlet,Q112854788,http://www.wikidata.org/entity/Q112854788,,,Hatley,45.18,-72.029444444
COMMUNITY_Q112854870,E53_Place,Blue Hills,COMMUNITY,hamlet,Q112854870,http://www.wikidata.org/entity/Q112854870,,,Morin-Heights,45.886111111,-74.288611111
COMMUNITY_Q112854926,E53_Place,Cacouna-Station,COMMUNITY,hamlet,Q112854926,http://www.wikidata.org/entity/Q112854926,,,Cacouna,47.892222222,-69.458888888
COMMUNITY_Q112854861,E53_Place,Bilodeau,COMMUNITY,hamlet,Q112854861,http://www.wikidata.org/entity/Q112854861,,,Saint-François-de-Sales,48.328888888,-72.154722222
COMMUNITY_Q112854915,E53_Place,Brown's Hill,COMMUNITY,hamlet,Q112854915,http://www.wikidata.org/entity/Q112854915,,,Stanstead,45.138055555,-72.107777777
COMMUNITY_Q112854852,E53_Place,Belvédère,COMMUNITY,hamlet,Q112854852,http://www.wikidata.org/entity/Q112854852,,,Notre-Dame-de-l'Île-Perrot,45.350833333,-73.909444444
COMMUNITY_Q112854904,E53_Place,Bristol Mines,COMMUNITY,hamlet,Q112854904,http://www.wikidata.org/entity/Q112854904,,,Bristol,45.498611111,-76.3475
COMMUNITY_Q112854895,E53_Place,Boynton,COMMUNITY,hamlet,Q112854895,http://www.wikidata.org/entity/Q112854895,,,Stanstead-Est,45.110277777,-72.084722222
COMMUNITY_Q112854785,E53_Place,Arthurville,COMMUNITY,hamlet,Q112854785,http://www.wikidata.org/entity/Q112854785,,,Saint-Raphaël,46.825556111,-70.7575
COMMUNITY_Q112854838,E53_Place,Beaulac,COMMUNITY,hamlet,Q112854838,http://www.wikidata.org/entity/Q112854838,,,Chertsey,46.036944444,-73.900277777
COMMUNITY_Q112854779,E53_Place,Amulet,COMMUNITY,hamlet,Q112854779,http://www.wikidata.org/entity/Q112854779,,,Rouyn-Noranda,48.2938889,-79.0236111
COMMUNITY_Q112854880,E53_Place,Bon-Désir,COMMUNITY,hamlet,Q112854880,http://www.wikidata.org/entity/Q112854880,,,Les Bergeronnes,48.279444444,-69.479444444
COMMUNITY_Q112854799,E53_Place,Baie-des-Capucins,COMMUNITY,hamlet,Q112854799,http://www.wikidata.org/entity/Q112854799,,,Cap-Chat,49.041944444,-66.855555555
COMMUNITY_Q112854812,E53_Place,Baie-Trinité-Ouest,COMMUNITY,hamlet,Q112854812,http://www.wikidata.org/entity/Q112854812,,,Baie-Trinité,49.421111111,-67.304722222
COMMUNITY_Q112854809,E53_Place,Baie-Saint-Ludger,COMMUNITY,hamlet,Q112854809,http://www.wikidata.org/entity/Q112854809,,,Pointe-aux-Outardes,49.091111111,-68.321388888
COMMUNITY_Q112854803,E53_Place,Baie-des-Homards,COMMUNITY,hamlet,Q112854803,http://www.wikidata.org/entity/Q112854803,,,Port-Cartier,49.832777777,-67.111388888
COMMUNITY_Q112854868,E53_Place,Blanche-Mills,COMMUNITY,hamlet,Q112854868,http://www.wikidata.org/entity/Q112854868,,,Lochaber,45.6125,-75.244166666
COMMUNITY_Q112854906,E53_Place,Bristol Ridge,COMMUNITY,hamlet,Q112854906,http://www.wikidata.org/entity/Q112854906,,,Bristol,45.620833333,-76.413333333
COMMUNITY_Q112854784,E53_Place,Arseneault,COMMUNITY,hamlet,Q112854784,http://www.wikidata.org/entity/Q112854784,,,Les Îles-de-la-Madeleine,47.411944444,-61.771944444
COMMUNITY_Q112854900,E53_Place,Brennan's Hill,COMMUNITY,hamlet,Q112854900,http://www.wikidata.org/entity/Q112854900,,,Low,45.7841667,-75.9513889
COMMUNITY_Q112854927,E53_Place,Cacouna-Sud,COMMUNITY,hamlet,Q112854927,http://www.wikidata.org/entity/Q112854927,,,Cacouna,47.943888888,-69.469444444
COMMUNITY_Q112854884,E53_Place,Boscobel,COMMUNITY,hamlet,Q112854884,http://www.wikidata.org/entity/Q112854884,,,Valcourt,45.502222222,-72.396944444
COMMUNITY_Q112854841,E53_Place,Bell Falls,COMMUNITY,hamlet,Q112854841,http://www.wikidata.org/entity/Q112854841,,,Grenville-sur-la-Rouge,45.7725,-74.680833333
COMMUNITY_Q112854923,E53_Place,Burnet,COMMUNITY,hamlet,Q112854923,http://www.wikidata.org/entity/Q112854923,,,Chelsea,45.568055555,-75.85
COMMUNITY_Q112854922,E53_Place,Burks Corners,COMMUNITY,hamlet,Q112854922,http://www.wikidata.org/entity/Q112854922,,,Saint-Sixte,45.673611111,-75.156944444
COMMUNITY_Q112854842,E53_Place,Belle-Anse,COMMUNITY,hamlet,Q112854842,http://www.wikidata.org/entity/Q112854842,,,Percé,48.624166666,-64.222222222
COMMUNITY_Q112854953,E53_Place,Caps-Saint-Fidèle,COMMUNITY,hamlet,Q112854953,http://www.wikidata.org/entity/Q112854953,,,La Malbaie,47.712222222,-69.999444444
COMMUNITY_Q112854994,E53_Place,Coin-de-la-Petite-Mine,COMMUNITY,hamlet,Q112854994,http://www.wikidata.org/entity/Q112854994,,,Saint-Rémi-de-Tingwick,45.833333333,-71.851388888
COMMUNITY_Q112854979,E53_Place,Chénier,COMMUNITY,hamlet,Q112854979,http://www.wikidata.org/entity/Q112854979,,,Gracefield,46.1075,-76.123333333
COMMUNITY_Q112855004,E53_Place,Coin-Rond,COMMUNITY,hamlet,Q112855004,http://www.wikidata.org/entity/Q112855004,,,Saint-Marc-sur-Richelieu,45.638333333,-73.2125
COMMUNITY_Q112855046,E53_Place,Crique-La Corne,COMMUNITY,hamlet,Q112855046,http://www.wikidata.org/entity/Q112855046,,,Val-d'Or,48.2569444,-77.9638889
COMMUNITY_Q112854956,E53_Place,Castlebar,COMMUNITY,hamlet,Q112854956,http://www.wikidata.org/entity/Q112854956,,,Danville,45.812777777,-71.988055555
COMMUNITY_Q112855030,E53_Place,Coteau-Mauvais-Riz,COMMUNITY,hamlet,Q112855030,http://www.wikidata.org/entity/Q112855030,,,Cap-Saint-Ignace,47.0202778,-70.4319444
COMMUNITY_Q112855025,E53_Place,Côte-du-Lac,COMMUNITY,hamlet,Q112855025,http://www.wikidata.org/entity/Q112855025,,,Quebec City,46.938888888,-71.202777777
COMMUNITY_Q112854999,E53_Place,Coin-du-Quatre,COMMUNITY,hamlet,Q112854999,http://www.wikidata.org/entity/Q112854999,,,Poularies,48.631944444,-78.984722222
COMMUNITY_Q112854962,E53_Place,Chapais,COMMUNITY,hamlet,Q112854962,http://www.wikidata.org/entity/Q112854962,,,Saint-Pamphile,47.001111111,-69.841944444
COMMUNITY_Q112854969,E53_Place,Chatboro,COMMUNITY,hamlet,Q112854969,http://www.wikidata.org/entity/Q112854969,,,Brownsburg-Chatham,45.626944444,-74.474166666
COMMUNITY_Q112855007,E53_Place,Coin-Saint-Philippe,COMMUNITY,hamlet,Q112855007,http://www.wikidata.org/entity/Q112855007,,,Chesterville,45.945277777,-71.7825
COMMUNITY_Q112855042,E53_Place,Covey Hill,COMMUNITY,hamlet,Q112855042,http://www.wikidata.org/entity/Q112855042,,,Havelock,45.018333333,-73.757777777
COMMUNITY_Q112855011,E53_Place,Colombourg-Station,COMMUNITY,hamlet,Q112855011,http://www.wikidata.org/entity/Q112855011,,,Macamic,48.777777777,-79.133055555
COMMUNITY_Q112855087,E53_Place,Développement-Blais,COMMUNITY,hamlet,Q112855087,http://www.wikidata.org/entity/Q112855087,,,Ascot Corner,45.441666666,-71.786111111
COMMUNITY_Q112854954,E53_Place,Carmel,COMMUNITY,hamlet,Q112854954,http://www.wikidata.org/entity/Q112854954,,,Notre-Dame-du-Bon-Conseil,45.972222222,-72.377777777
COMMUNITY_Q112854940,E53_Place,Cap-à-la-Branche,COMMUNITY,hamlet,Q112854940,http://www.wikidata.org/entity/Q112854940,,,L'Isle-aux-Coudres,47.3872222,-70.4313889
COMMUNITY_Q112854951,E53_Place,Capelton,COMMUNITY,hamlet,Q112854951,http://www.wikidata.org/entity/Q112854951,,,Hatley,45.316667,-71.9
COMMUNITY_Q112855051,E53_Place,Dablon,COMMUNITY,hamlet,Q112855051,http://www.wikidata.org/entity/Q112855051,,,Saint-François-de-Sales,48.316111,-72.169167
COMMUNITY_Q112855095,E53_Place,Développement-Nadeau,COMMUNITY,hamlet,Q112855095,http://www.wikidata.org/entity/Q112855095,,,Cookshire-Eaton,45.311666666,-71.805555555
COMMUNITY_Q112855018,E53_Place,Corriveau,COMMUNITY,hamlet,Q112855018,http://www.wikidata.org/entity/Q112855018,,,Sainte-Clotilde-de-Beauce,46.124444444,-71.029722222
COMMUNITY_Q112855078,E53_Place,Demers-Centre,COMMUNITY,hamlet,Q112855078,http://www.wikidata.org/entity/Q112855078,,,L'Isle-aux-Allumettes,45.866388888,-77.067777777
COMMUNITY_Q112855013,E53_Place,Colonie-de-Sainte-Julienne,COMMUNITY,hamlet,Q112855013,http://www.wikidata.org/entity/Q112855013,,,Gaspé,48.907222222,-64.610833333
COMMUNITY_Q112854928,E53_Place,Caldwell,COMMUNITY,hamlet,Q112854928,http://www.wikidata.org/entity/Q112854928,,,Bristol,45.5875,-76.415555555
COMMUNITY_Q112854988,E53_Place,Clément,COMMUNITY,hamlet,Q112854988,http://www.wikidata.org/entity/Q112854988,,,Gracefield,46.119444444,-75.936111111
COMMUNITY_Q112854950,E53_Place,Cap-Saint-Ignace-Station,COMMUNITY,hamlet,Q112854950,http://www.wikidata.org/entity/Q112854950,,,Cap-Saint-Ignace,47.0319444,-70.44
COMMUNITY_Q112855089,E53_Place,Développement-de-Sainte-Clotilde,COMMUNITY,hamlet,Q112855089,http://www.wikidata.org/entity/Q112855089,,,Sainte-Clotilde-de-Horton,45.946111111,-72.235833333
COMMUNITY_Q112855033,E53_Place,Coude-de-la-Rivière-Moisie,COMMUNITY,hamlet,Q112855033,http://www.wikidata.org/entity/Q112855033,,,Sept-Îles,50.261111111,-66.060277777
COMMUNITY_Q112855043,E53_Place,Cresthill,COMMUNITY,hamlet,Q112855043,http://www.wikidata.org/entity/Q112855043,,,Déléage,46.312777777,-75.867222222
COMMUNITY_Q112854992,E53_Place,Coin-chez-Leblanc,COMMUNITY,hamlet,Q112854992,http://www.wikidata.org/entity/Q112854992,,,L'Isle-aux-Allumettes,45.871388888,-77.170555555
COMMUNITY_Q112855016,E53_Place,Comins Mills,COMMUNITY,hamlet,Q112855016,http://www.wikidata.org/entity/Q112855016,,,East Hereford,45.016388888,-71.504722222
COMMUNITY_Q112854974,E53_Place,Chemin-du-Lac,COMMUNITY,hamlet,Q112854974,http://www.wikidata.org/entity/Q112854974,,,Notre-Dame-du-Portage,47.744166666,-69.545277777
COMMUNITY_Q112855077,E53_Place,Demers,COMMUNITY,hamlet,Q112855077,http://www.wikidata.org/entity/Q112855077,,,L'Isle-aux-Allumettes,45.842777777,-77.067222222
COMMUNITY_Q112854959,E53_Place,Champcoeur,COMMUNITY,hamlet,Q112854959,http://www.wikidata.org/entity/Q112854959,,,La Morandière-Rochebaucourt,48.675278055,-77.638333055
COMMUNITY_Q112855056,E53_Place,Danford Lake,COMMUNITY,hamlet,Q112855056,http://www.wikidata.org/entity/Q112855056,,,Alleyn-et-Cawood,45.923333333,-76.1575
COMMUNITY_Q112855080,E53_Place,Dépôt-des-Loutres,COMMUNITY,hamlet,Q112855080,http://www.wikidata.org/entity/Q112855080,,,Rivière-Mistassini,49.5025,-72.176666666
COMMUNITY_Q112855086,E53_Place,Devault,COMMUNITY,hamlet,Q112855086,http://www.wikidata.org/entity/Q112855086,,,Saint-Léon-le-Grand,46.295,-72.916666666
COMMUNITY_Q112855019,E53_Place,Corte-Real,COMMUNITY,hamlet,Q112855019,http://www.wikidata.org/entity/Q112855019,,,Gaspé,48.9075,-64.598611111
COMMUNITY_Q112854981,E53_Place,Chicot,COMMUNITY,hamlet,Q112854981,http://www.wikidata.org/entity/Q112854981,,,Saint-Eustache,45.596111111,-73.936944444
COMMUNITY_Q112854937,E53_Place,Cap-à-l'Orignal,COMMUNITY,hamlet,Q112854937,http://www.wikidata.org/entity/Q112854937,,,Rimouski,48.350555555,-68.8025
COMMUNITY_Q112855050,E53_Place,Daaquam-Nord,COMMUNITY,hamlet,Q112855050,http://www.wikidata.org/entity/Q112855050,,,Saint-Just-de-Bretenières,46.613055555,-70.087777777
COMMUNITY_Q112855059,E53_Place,Davidson Hill,COMMUNITY,hamlet,Q112855059,http://www.wikidata.org/entity/Q112855059,,,Sainte-Christine,45.581388888,-72.378333333
COMMUNITY_Q112854931,E53_Place,Cann,COMMUNITY,hamlet,Q112854931,http://www.wikidata.org/entity/Q112854931,,,La Tuque,47.9025,-73.880833
COMMUNITY_Q112854990,E53_Place,Cloridorme-Ouest,COMMUNITY,hamlet,Q112854990,http://www.wikidata.org/entity/Q112854990,,,Cloridorme,49.181944444,-64.851666666
COMMUNITY_Q112855081,E53_Place,Des Ormeaux,COMMUNITY,hamlet,Q112855081,http://www.wikidata.org/entity/Q112855081,,,Bécancour,46.333888888,-72.5125
COMMUNITY_Q112854944,E53_Place,Cap-aux-Oies,COMMUNITY,hamlet,Q112854944,http://www.wikidata.org/entity/Q112854944,,,Les Éboulements,47.4975,-70.242222222
COMMUNITY_Q112855073,E53_Place,Defoy,COMMUNITY,hamlet,Q112855073,http://www.wikidata.org/entity/Q112855073,,,Sainte-Anne-du-Sault,46.142777777,-72.136944444
COMMUNITY_Q112854952,E53_Place,Caplan-Ouest,COMMUNITY,hamlet,Q112854952,http://www.wikidata.org/entity/Q112854952,,,Caplan,48.135555555,-65.730833333
COMMUNITY_Q112854957,E53_Place,Cazaville,COMMUNITY,hamlet,Q112854957,http://www.wikidata.org/entity/Q112854957,,,Saint-Anicet,45.086388888,-74.370277777
COMMUNITY_Q112855022,E53_Place,Côte-d'en-Bas,COMMUNITY,hamlet,Q112855022,http://www.wikidata.org/entity/Q112855022,,,Verchères,45.801666666,-73.318888888
COMMUNITY_Q112855049,E53_Place,D'Aiguillon,COMMUNITY,hamlet,Q112855049,http://www.wikidata.org/entity/Q112855049,,,Gaspé,48.829166666,-64.311666666
COMMUNITY_Q112854948,E53_Place,Cap-Gaspé,COMMUNITY,hamlet,Q112854948,http://www.wikidata.org/entity/Q112854948,,,Gaspé,48.75,-64.17
COMMUNITY_Q112854946,E53_Place,Cap-des-Rosiers-Est,COMMUNITY,hamlet,Q112854946,http://www.wikidata.org/entity/Q112854946,,,Gaspé,48.846944444,-64.210555555
COMMUNITY_Q112855035,E53_Place,Courcellette,COMMUNITY,hamlet,Q112855035,http://www.wikidata.org/entity/Q112855035,,,La Malbaie,47.713055555,-70.052777777
COMMUNITY_Q112854987,E53_Place,Clapham,COMMUNITY,hamlet,Q112854987,http://www.wikidata.org/entity/Q112854987,,,Saint-Jean-de-Brébeuf,46.153333333,-71.4925
COMMUNITY_Q112855058,E53_Place,Davidson Corner,COMMUNITY,hamlet,Q112855058,http://www.wikidata.org/entity/Q112855058,,,Gatineau,45.505555555,-75.678333333
COMMUNITY_Q112855071,E53_Place,De Saint-Just,COMMUNITY,hamlet,Q112855071,http://www.wikidata.org/entity/Q112855071,,,Rivière-Ouelle,47.4519444,-70.0022222
COMMUNITY_Q112855053,E53_Place,Dalesville,COMMUNITY,hamlet,Q112855053,http://www.wikidata.org/entity/Q112855053,,,Brownsburg-Chatham,45.704166666,-74.398888888
COMMUNITY_Q112855047,E53_Place,Cullens Brook,COMMUNITY,hamlet,Q112855047,http://www.wikidata.org/entity/Q112855047,,,Bonaventure,48.043055555,-65.446388888
COMMUNITY_Q112854989,E53_Place,Clemville,COMMUNITY,hamlet,Q112854989,http://www.wikidata.org/entity/Q112854989,,,Port-Daniel–Gascons,48.183333333,-65.015555555
COMMUNITY_Q112855054,E53_Place,Danby,COMMUNITY,hamlet,Q112855054,http://www.wikidata.org/entity/Q112855054,,,Lefebvre,45.676666666,-72.417777777
COMMUNITY_Q112854986,E53_Place,Chute-Victoria,COMMUNITY,hamlet,Q112854986,http://www.wikidata.org/entity/Q112854986,,,Chute-Saint-Philippe,46.644166666,-75.273611111
COMMUNITY_Q112854960,E53_Place,Chandler-Ouest,COMMUNITY,hamlet,Q112854960,http://www.wikidata.org/entity/Q112854960,,,Chandler,48.341666666,-64.7175
COMMUNITY_Q112854961,E53_Place,Chantelle,COMMUNITY,hamlet,Q112854961,http://www.wikidata.org/entity/Q112854961,,,Chertsey,46.115555555,-73.899444444
COMMUNITY_Q112854964,E53_Place,Chapel's Corner,COMMUNITY,hamlet,Q112854964,http://www.wikidata.org/entity/Q112854964,,,Dunham,45.140833333,-72.801111111
COMMUNITY_Q112855009,E53_Place,Colombière,COMMUNITY,hamlet,Q112855009,http://www.wikidata.org/entity/Q112855009,,,Val-d'Or,48.0925,-77.575278
COMMUNITY_Q112855090,E53_Place,Développement-la-Terre,COMMUNITY,hamlet,Q112855090,http://www.wikidata.org/entity/Q112855090,,,Wotton,45.803333333,-71.828888888
COMMUNITY_Q112854958,E53_Place,Cedarbrook,COMMUNITY,hamlet,Q112854958,http://www.wikidata.org/entity/Q112854958,,,Saint-Lazare,45.403333333,-74.161388888
COMMUNITY_Q112855048,E53_Place,Cushing,COMMUNITY,hamlet,Q112855048,http://www.wikidata.org/entity/Q112855048,5934230,,Brownsburg-Chatham,45.593611111,-74.460833333
